make,model,vehicle_type,battery_capacity_kwh,range_km,efficiency_wh_per_km,charging_power_kw,charging_time,drivetrain,towing_capacity_kg,cargo_volume_l,segment,fast_charge_port,seats,range_category,charging_speed_category
Hyundai,Ioniq 9 Performance Awd,Suv,106.0,480,177,195.0,0.54,Awd,2500.0,338.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Hyundai,Kona Electric 48 Kwh,Suv,48.4,295,128,50.0,0.97,Fwd,300.0,466.0,Jb - Compact,Ccs,5,Medium,Fast
Hyundai,Kona Electric 65 Kwh,Suv,65.4,390,144,86.0,0.76,Fwd,750.0,466.0,Jb - Compact,Ccs,5,Medium,Fast
Jaguar,I-Pace Ev400,Suv,84.7,380,208,85.0,1.0,Awd,750.0,505.0,Jd - Large,Ccs,5,Medium,Fast
Jeep,Avenger Electric,Suv,50.8,310,132,85.0,0.6,Fwd,0.0,355.0,Jb - Compact,Ccs,5,Medium,Fast
Jeep,Compass Electric 74 Kwh,Suv,74.0,370,148,90.0,0.82,Fwd,1000.0,550.0,Jc - Medium,Ccs,5,Medium,Fast
Kgm,Torres Evx,Suv,72.0,370,156,85.0,0.85,Fwd,1500.0,839.0,Jc - Medium,Ccs,5,Medium,Fast
Kia,Ev3 Long Range,Suv,78.0,455,139,105.0,0.74,Fwd,1000.0,460.0,Jb - Compact,Ccs,5,High,Ultra_Fast
Kia,Ev3 Standard Range,Suv,55.0,325,133,80.0,0.69,Fwd,300.0,460.0,Jb - Compact,Ccs,5,Medium,Fast
Kia,Ev4 Hatchback Long Range,Hatchback,78.0,475,132,105.0,0.74,Fwd,750.0,435.0,C - Medium,Ccs,5,High,Ultra_Fast
Kia,Ev4 Hatchback Standard Range,Hatchback,55.0,340,134,80.0,0.69,Fwd,750.0,435.0,C - Medium,Ccs,5,Medium,Fast
Kia,Ev4 Sedan Long Range,Sedan,78.0,495,124,105.0,0.74,Fwd,750.0,490.0,C - Medium,Ccs,5,High,Ultra_Fast
Kia,Ev4 Sedan Standard Range,Sedan,55.0,355,128,80.0,0.69,Fwd,750.0,490.0,C - Medium,Ccs,5,Medium,Fast
Kia,Ev6 Gt,Suv,80.0,385,178,205.0,0.39,Awd,1800.0,480.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Kia,Ev6 Long Range 2Wd,Suv,80.0,455,143,205.0,0.39,Rwd,1800.0,490.0,Jc - Medium,Ccs,5,High,Ultra_Fast
Kia,Ev6 Long Range Awd,Suv,80.0,440,154,205.0,0.39,Awd,1800.0,490.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Kia,Ev6 Standard Range 2Wd,Suv,60.0,345,140,150.0,0.4,Rwd,750.0,490.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Kia,Ev9 76.1 Kwh Rwd,Suv,73.0,355,165,160.0,0.46,Rwd,900.0,333.0,Jf - Luxury,Ccs,7,Medium,Ultra_Fast
Kia,Ev9 99.8 Kwh Awd,Suv,96.0,435,188,194.0,0.49,Awd,2500.0,333.0,Jf - Luxury,Ccs,7,Medium,Ultra_Fast
Kia,Ev9 99.8 Kwh Awd Gt,Suv,96.0,420,190,194.0,0.49,Awd,2500.0,333.0,Jf - Luxury,Ccs,7,Medium,Ultra_Fast
Kia,Ev9 99.8 Kwh Awd Gt-Line,Suv,96.0,425,190,194.0,0.49,Awd,2500.0,333.0,Jf - Luxury,Ccs,7,Medium,Ultra_Fast
Kia,Ev9 99.8 Kwh Rwd,Suv,96.0,450,171,194.0,0.49,Rwd,900.0,333.0,Jf - Luxury,Ccs,7,Medium,Ultra_Fast
Kia,Niro Ev,Suv,64.8,385,140,70.0,0.93,Fwd,750.0,475.0,Jc - Medium,Ccs,5,Medium,Fast
Lancia,Ypsilon,Hatchback,48.1,310,122,80.0,0.6,Fwd,0.0,309.0,B - Compact,Ccs,5,Medium,Fast
Leapmotor,C10,Suv,69.9,350,166,70.0,1.0,Rwd,1500.0,435.0,Jd - Large,Ccs,5,Medium,Fast
Leapmotor,T03,Hatchback,36.0,225,136,30.0,1.2,Fwd,0.0,210.0,A - Mini,Ccs,4,Low,Fast
Lexus,Rz 300E,Suv,64.0,365,149,100.0,0.64,Fwd,750.0,522.0,Jc - Medium,Ccs,5,Medium,Fast
Lexus,Rz 450E,Suv,64.0,350,158,100.0,0.64,Awd,750.0,522.0,Jd - Large,Ccs,5,Medium,Fast
Lexus,Ux 300E,Suv,64.0,340,145,35.0,1.83,Fwd,0.0,316.0,Jc - Medium,Chademo,5,Medium,Fast
Lotus,Eletre,Suv,109.0,495,204,259.0,0.42,Awd,2250.0,611.0,Jf - Luxury,Ccs,5,High,Ultra_Fast
Lotus,Eletre R,Suv,109.0,455,266,259.0,0.42,Awd,2250.0,611.0,Jf - Luxury,Ccs,5,High,Ultra_Fast
Lotus,Eletre S,Suv,109.0,480,222,259.0,0.42,Awd,2250.0,611.0,Jf - Luxury,Ccs,5,High,Ultra_Fast
Lotus,Emeya,Liftback Sedan,98.9,520,198,240.0,0.41,Awd,2250.0,509.0,F - Luxury,Ccs,5,High,Ultra_Fast
Lotus,Emeya R,Liftback Sedan,98.9,465,227,240.0,0.41,Awd,1225.0,509.0,F - Luxury,Ccs,5,High,Ultra_Fast
Lotus,Emeya S,Liftback Sedan,98.9,520,198,240.0,0.41,Awd,2250.0,509.0,F - Luxury,Ccs,5,High,Ultra_Fast
Lucid,Air Grand Touring,Sedan,112.0,665,143,184.0,0.61,Awd,0.0,456.0,F - Luxury,Ccs,5,High,Ultra_Fast
Lucid,Air Pure Rwd,Sedan,92.0,565,130,160.0,0.57,Rwd,0.0,456.0,F - Luxury,Ccs,5,High,Ultra_Fast
Lucid,Air Touring,Sedan,92.0,580,142,160.0,0.57,Awd,0.0,456.0,F - Luxury,Ccs,5,High,Ultra_Fast
Lynk&Co,02,Suv,65.0,370,149,90.0,0.72,Rwd,1600.0,410.0,Jc - Medium,Ccs,5,Medium,Fast
Mg,Cyberster Gt,Cabriolet,74.4,395,168,85.0,0.88,Awd,1000.0,249.0,G - Sports,Ccs,2,Medium,Fast
Mg,Cyberster Trophy,Cabriolet,74.4,425,146,85.0,0.88,Rwd,1000.0,249.0,G - Sports,Ccs,2,Medium,Fast
Mg,4 Electric 51 Kwh,Hatchback,50.8,300,145,68.0,0.75,Rwd,500.0,363.0,C - Medium,Ccs,5,Medium,Fast
Mg,4 Electric 64 Kwh,Hatchback,61.7,360,142,116.0,0.53,Rwd,500.0,363.0,C - Medium,Ccs,5,Medium,Ultra_Fast
Mg,4 Electric 77 Kwh,Hatchback,74.4,425,143,110.0,0.68,Rwd,500.0,363.0,C - Medium,Ccs,5,Medium,Ultra_Fast
Mg,4 Electric Xpower,Hatchback,61.7,320,160,116.0,0.53,Awd,500.0,363.0,C - Medium,Ccs,5,Medium,Ultra_Fast
Mg,5 Electric Long Range,Station/Estate,57.4,335,151,60.0,0.96,Fwd,500.0,479.0,C - Medium,Ccs,5,Medium,Fast
Mg,5 Electric Standard Range,Station/Estate,46.0,265,148,53.0,0.87,Fwd,500.0,479.0,C - Medium,Ccs,5,Medium,Fast
Mg,S5 Ev 49 Kwh,Suv,47.1,275,139,80.0,0.59,Rwd,750.0,453.0,Jc - Medium,Ccs,5,Medium,Fast
Mg,S5 Ev 64 Kwh,Suv,62.1,365,134,90.0,0.69,Rwd,750.0,453.0,Jc - Medium,Ccs,5,Medium,Fast
Mg,Zs Ev Long Range,Suv,68.3,370,155,82.0,0.83,Fwd,500.0,448.0,Jb - Compact,Ccs,5,Medium,Fast
Mg,Zs Ev Standard Range,Suv,49.0,265,153,50.0,0.98,Fwd,500.0,448.0,Jb - Compact,Ccs,5,Medium,Fast
Maserati,Grancabrio Folgore,Cabriolet,83.0,395,198,190.0,0.44,Awd,1200.0,151.0,F - Luxury,Ccs,4,Medium,Ultra_Fast
Maserati,Granturismo Folgore,Coupe,83.0,420,182,217.0,0.38,Awd,1200.0,270.0,F - Luxury,Ccs,4,Medium,Ultra_Fast
Maserati,Grecale Folgore,Suv,95.0,400,220,110.0,0.86,Awd,1800.0,535.0,Je - Executive,Ccs,5,Medium,Ultra_Fast
Maxus,Mifa 9,Small Passenger Van,84.0,365,195,103.0,0.82,Fwd,1000.0,470.0,N - Passenger Van,Ccs,7,Medium,Ultra_Fast
Mazda,6E 68.8 Kwh,Liftback Sedan,66.0,390,138,120.0,0.55,Rwd,1500.0,456.0,D - Large,Ccs,5,Medium,Ultra_Fast
Mazda,6E Long Range 80 Kwh,Liftback Sedan,75.0,440,136,70.0,1.07,Rwd,1500.0,456.0,D - Large,Ccs,5,Medium,Fast
Mercedes-Benz,Cla 250+,Sedan,85.0,565,122,235.0,0.36,Rwd,1500.0,405.0,D - Large,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Cla 350 4Matic,Sedan,85.0,550,126,235.0,0.36,Awd,1800.0,405.0,D - Large,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqa 250,Suv,66.5,395,146,100.0,0.66,Fwd,1500.0,340.0,Jc - Medium,Ccs,5,Medium,Fast
Mercedes-Benz,Eqa 250+,Suv,70.5,420,142,90.0,0.78,Fwd,1500.0,340.0,Jc - Medium,Ccs,5,Medium,Fast
Mercedes-Benz,Eqa 300 4Matic,Suv,66.5,350,162,100.0,0.66,Awd,1800.0,340.0,Jc - Medium,Ccs,5,Medium,Fast
Mercedes-Benz,Eqa 350 4Matic,Suv,66.5,350,162,100.0,0.66,Awd,1800.0,340.0,Jc - Medium,Ccs,5,Medium,Fast
Mercedes-Benz,Eqb 250+,Suv,70.5,415,152,90.0,0.78,Fwd,1400.0,495.0,Jc - Medium,Ccs,7,Medium,Fast
Mercedes-Benz,Eqb 300 4Matic,Suv,66.5,345,168,100.0,0.66,Awd,1700.0,495.0,Jc - Medium,Ccs,7,Medium,Fast
Mercedes-Benz,Eqb 350 4Matic,Suv,66.5,345,168,100.0,0.66,Awd,1700.0,495.0,Jc - Medium,Ccs,7,Medium,Fast
Mercedes-Benz,Eqe 300,Sedan,89.0,525,163,120.0,0.74,Rwd,750.0,430.0,E - Executive,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqe 350 4Matic,Sedan,90.6,515,173,141.0,0.64,Awd,1700.0,430.0,E - Executive,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqe 350+,Sedan,96.0,555,164,141.0,0.68,Rwd,750.0,430.0,E - Executive,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqe 500 4Matic,Sedan,90.6,505,173,141.0,0.64,Awd,1700.0,430.0,E - Executive,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqe Amg 43 4Matic,Sedan,90.6,450,207,141.0,0.64,Awd,1700.0,430.0,E - Executive,Ccs,5,Medium,Ultra_Fast
Mercedes-Benz,Eqe Amg 53 4Matic+,Sedan,90.6,450,208,141.0,0.64,Awd,1700.0,430.0,E - Executive,Ccs,5,Medium,Ultra_Fast
Mercedes-Benz,Eqe Suv 300,Suv,90.6,450,182,141.0,0.64,Rwd,750.0,520.0,Je - Executive,Ccs,5,Medium,Ultra_Fast
Mercedes-Benz,Eqe Suv 350 4Matic,Suv,90.6,435,189,141.0,0.64,Awd,1800.0,520.0,Je - Executive,Ccs,5,Medium,Ultra_Fast
Mercedes-Benz,Eqe Suv 350+,Suv,96.0,475,164,141.0,0.68,Rwd,750.0,520.0,Je - Executive,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqe Suv 500 4Matic,Suv,96.0,455,187,141.0,0.68,Awd,1800.0,520.0,Je - Executive,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqe Suv Amg 43 4Matic,Suv,90.6,425,214,141.0,0.64,Awd,1800.0,520.0,Je - Executive,Ccs,5,Medium,Ultra_Fast
Mercedes-Benz,Eqe Suv Amg 53 4Matic+,Suv,90.6,420,242,141.0,0.64,Awd,1800.0,520.0,Je - Executive,Ccs,5,Medium,Ultra_Fast
Mercedes-Benz,Eqs 350,Sedan,96.0,570,165,130.0,0.74,Rwd,750.0,620.0,F - Luxury,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqs 450 4Matic,Sedan,118.0,655,180,160.0,0.74,Awd,1700.0,620.0,F - Luxury,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqs 450+,Sedan,118.0,685,173,160.0,0.74,Rwd,750.0,620.0,F - Luxury,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqs 500 4Matic,Sedan,118.0,640,180,160.0,0.74,Awd,1700.0,620.0,F - Luxury,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqs 580 4Matic,Sedan,118.0,640,180,160.0,0.74,Awd,1700.0,620.0,F - Luxury,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqs Amg 53 4Matic+,Sedan,118.0,585,222,160.0,0.74,Awd,1700.0,620.0,F - Luxury,Ccs,5,High,Ultra_Fast
Mercedes-Benz,Eqs Suv 450 4Matic,Suv,118.0,530,199,160.0,0.74,Awd,1800.0,645.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Mercedes-Benz,Eqs Suv 450+,Suv,118.0,540,195,160.0,0.74,Rwd,750.0,645.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Mercedes-Benz,Eqs Suv 500 4Matic,Suv,118.0,530,199,160.0,0.74,Awd,1800.0,645.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Mercedes-Benz,Eqs Suv 580 4Matic,Suv,118.0,530,199,160.0,0.74,Awd,1800.0,470.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Mercedes-Benz,Eqs Suv Maybach 680,Suv,118.0,490,211,160.0,0.74,Awd,1800.0,440.0,Jf - Luxury,Ccs,4,High,Ultra_Fast
Mercedes-Benz,Eqt 200 Long,Small Passenger Van,45.0,220,177,50.0,0.9,Fwd,1500.0,828.0,N - Passenger Van,Ccs,7,Low,Fast
Mercedes-Benz,Eqt 200 Standard,Small Passenger Van,45.0,225,167,50.0,0.9,Fwd,1500.0,551.0,N - Passenger Van,Ccs,5,Low,Fast
Mercedes-Benz,Eqv 250 Extra-Long,Small Passenger Van,60.0,210,282,60.0,1.0,Fwd,0.0,1410.0,N - Passenger Van,Ccs,7,Low,Fast
Mercedes-Benz,Eqv 250 Long,Small Passenger Van,60.0,215,282,60.0,1.0,Fwd,0.0,1030.0,N - Passenger Van,Ccs,7,Low,Fast
Mercedes-Benz,Eqv 300 Extra-Long,Small Passenger Van,90.0,315,249,96.0,0.94,Fwd,0.0,1410.0,N - Passenger Van,Ccs,7,Medium,Fast
Mercedes-Benz,Eqv 300 Long,Small Passenger Van,90.0,320,276,96.0,0.94,Fwd,0.0,1030.0,N - Passenger Van,Ccs,7,Medium,Fast
Mercedes-Benz,G 580,Suv,116.0,360,267,150.0,0.77,Awd,0.0,555.0,Jf - Luxury,Ccs,5,Medium,Ultra_Fast
Mercedes-Benz,Evito Tourer Extra-Long 60 Kwh,Small Passenger Van,60.0,215,254,60.0,1.0,Fwd,0.0,1390.0,N - Passenger Van,Ccs,8,Low,Fast
Mercedes-Benz,Evito Tourer Long 60 Kwh,Small Passenger Van,60.0,220,259,60.0,1.0,Fwd,0.0,990.0,N - Passenger Van,Ccs,8,Low,Fast
Mercedes-Benz,Evito Tourer Long 90 Kwh,Small Passenger Van,90.0,325,260,96.0,0.94,Fwd,0.0,990.0,N - Passenger Van,Ccs,8,Medium,Fast
Mini,Aceman E,Suv,38.5,230,129,60.0,0.64,Fwd,750.0,300.0,Jb - Compact,Ccs,5,Low,Fast
Mini,Aceman Jcw,Suv,49.2,280,143,75.0,0.66,Fwd,750.0,300.0,Jb - Compact,Ccs,5,Medium,Fast
Mini,Aceman Se,Suv,49.2,290,129,75.0,0.66,Fwd,750.0,300.0,Jb - Compact,Ccs,5,Medium,Fast
Mini,Cooper E,Hatchback,36.6,250,125,60.0,0.61,Fwd,0.0,200.0,B - Compact,Ccs,4,Medium,Fast
Mini,Cooper Jcw,Hatchback,49.2,290,135,75.0,0.66,Fwd,0.0,200.0,B - Compact,Ccs,4,Medium,Fast
Mini,Cooper Se,Hatchback,49.2,330,127,75.0,0.66,Fwd,0.0,200.0,B - Compact,Ccs,4,Medium,Fast
Mini,Countryman E,Suv,64.6,380,140,94.0,0.69,Fwd,750.0,460.0,Jc - Medium,Ccs,5,Medium,Fast
Mini,Countryman Se All4,Suv,64.6,365,149,94.0,0.69,Awd,1200.0,460.0,Jc - Medium,Ccs,5,Medium,Fast
Nio,El6 Long Range,Suv,90.0,435,170,135.0,0.67,Awd,1200.0,579.0,Je - Executive,Ccs,5,Medium,Ultra_Fast
Nio,El6 Standard Range,Suv,73.5,365,181,110.0,0.67,Awd,1200.0,579.0,Je - Executive,Ccs,5,Medium,Ultra_Fast
Nio,El7 Long Range,Suv,90.0,430,185,100.0,0.9,Awd,2000.0,570.0,Jf - Luxury,Ccs,5,Medium,Fast
Nio,El7 Standard Range,Suv,73.5,355,198,110.0,0.67,Awd,2000.0,570.0,Jf - Luxury,Ccs,5,Medium,Ultra_Fast
Nio,El8 Long Range,Suv,90.0,440,185,190.0,0.47,Awd,2000.0,265.0,Jf - Luxury,Ccs,6,Medium,Ultra_Fast
Nio,El8 Standard Range,Suv,73.5,360,196,110.0,0.67,Awd,2000.0,265.0,Jf - Luxury,Ccs,6,Medium,Ultra_Fast
Nio,Et5 Long Range,Sedan,90.0,500,167,100.0,0.9,Awd,1400.0,386.0,E - Executive,Ccs,5,High,Fast
Nio,Et5 Standard Range,Sedan,73.5,410,175,110.0,0.67,Awd,1400.0,386.0,E - Executive,Ccs,5,Medium,Ultra_Fast
Nio,Et5 Touring Long Range,Station/Estate,90.0,485,178,135.0,0.67,Awd,1400.0,450.0,E - Executive,Ccs,5,High,Ultra_Fast
Nio,Et5 Touring Standard Range,Station/Estate,73.5,400,169,110.0,0.67,Awd,1400.0,450.0,E - Executive,Ccs,5,Medium,Ultra_Fast
Nio,Et7 Long Range,Sedan,90.0,505,178,100.0,0.9,Awd,2000.0,363.0,F - Luxury,Ccs,5,High,Fast
Nio,Et7 Standard Range,Sedan,73.5,415,191,110.0,0.67,Awd,2000.0,363.0,F - Luxury,Ccs,5,Medium,Ultra_Fast
Nissan,Ariya 63Kwh,Suv,63.0,335,175,90.0,0.7,Fwd,750.0,468.0,Jc - Medium,Ccs,5,Medium,Fast
Nissan,Ariya 87Kwh,Suv,87.0,450,169,110.0,0.79,Fwd,750.0,468.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Nissan,Ariya E-4Orce 87Kwh - 225 Kw,Suv,87.0,405,190,110.0,0.79,Awd,1500.0,415.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Nissan,Ariya E-4Orce 87Kwh - 320 Kw Nismo,Suv,87.0,385,209,110.0,0.79,Awd,750.0,415.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Nissan,Townstar Ev Passenger,Small Passenger Van,45.0,225,158,50.0,0.9,Fwd,1500.0,819.0,N - Passenger Van,Ccs,5,Low,Fast
Nissan,Townstar Ev Passenger L2,Small Passenger Van,45.0,220,173,50.0,0.9,Fwd,1500.0,819.0,N - Passenger Van,Ccs,7,Low,Fast
Omoda,E5,Suv,61.0,345,152,60.0,1.02,Fwd,750.0,380.0,Jc - Medium,Ccs,5,Medium,Fast
Opel,Astra Electric,Hatchback,50.8,320,128,85.0,0.6,Fwd,0.0,352.0,C - Medium,Ccs,5,Medium,Fast
Opel,Astra Sports Tourer Electric,Station/Estate,50.8,310,123,85.0,0.6,Fwd,0.0,516.0,C - Medium,Ccs,5,Medium,Fast
Opel,Combo-E Life 50 Kwh,Small Passenger Van,50.0,235,149,80.0,0.62,Fwd,750.0,775.0,N - Passenger Van,Ccs,5,Low,Fast
Opel,Combo-E Life Xl 50 Kwh,Small Passenger Van,50.0,230,149,80.0,0.62,Fwd,750.0,1050.0,N - Passenger Van,Ccs,7,Low,Fast
Opel,Corsa Electric 50 Kwh,Hatchback,46.3,290,131,78.0,0.59,Fwd,0.0,267.0,B - Compact,Ccs,5,Medium,Fast
Opel,Corsa Electric 51 Kwh,Hatchback,48.1,315,120,80.0,0.6,Fwd,0.0,267.0,B - Compact,Ccs,5,Medium,Fast
Opel,Frontera 44 Kwh,Suv,44.0,245,144,60.0,0.73,Fwd,350.0,460.0,Jb - Compact,Ccs,5,Low,Fast
Opel,Grandland 73 Kwh,Suv,73.0,365,145,90.0,0.81,Fwd,1200.0,550.0,Jc - Medium,Ccs,5,Medium,Fast
Opel,Grandland 82 Kwh,Suv,82.2,410,146,100.0,0.82,Fwd,1200.0,550.0,Jc - Medium,Ccs,5,Medium,Fast
Opel,Mokka Electric,Suv,50.8,285,126,85.0,0.6,Fwd,0.0,310.0,Jb - Compact,Ccs,5,Medium,Fast
Opel,Zafira-E Life L2 50 Kwh,Small Passenger Van,46.3,180,217,78.0,0.59,Fwd,1000.0,603.0,N - Passenger Van,Ccs,9,Low,Fast
Opel,Zafira-E Life L2 75 Kwh,Small Passenger Van,68.0,260,202,79.0,0.86,Fwd,1000.0,603.0,N - Passenger Van,Ccs,9,Medium,Fast
Opel,Zafira-E Life L3 50 Kwh,Small Passenger Van,46.3,180,219,78.0,0.59,Fwd,1000.0,989.0,N - Passenger Van,Ccs,9,Low,Fast
Opel,Zafira-E Life L3 75 Kwh,Small Passenger Van,68.0,260,204,79.0,0.86,Fwd,1000.0,989.0,N - Passenger Van,Ccs,9,Medium,Fast
Peugeot,E-2008 50 Kwh,Suv,46.3,270,136,78.0,0.59,Fwd,0.0,434.0,Jb - Compact,Ccs,5,Medium,Fast
Peugeot,E-2008 54 Kwh,Suv,50.8,300,125,85.0,0.6,Fwd,0.0,434.0,Jb - Compact,Ccs,5,Medium,Fast
Peugeot,E-208 50 Kwh,Hatchback,46.3,290,132,78.0,0.59,Fwd,0.0,265.0,B - Compact,Ccs,5,Medium,Fast
Peugeot,E-208 51 Kwh,Hatchback,48.1,310,120,80.0,0.6,Fwd,0.0,265.0,B - Compact,Ccs,5,Medium,Fast
Peugeot,E-3008 73 Kwh,Suv,73.0,380,143,90.0,0.81,Fwd,1250.0,588.0,Jc - Medium,Ccs,5,Medium,Fast
Peugeot,E-3008 73 Kwh Dual Motor,Suv,73.0,375,195,90.0,0.81,Awd,750.0,588.0,Jc - Medium,Ccs,5,Medium,Fast
Peugeot,E-3008 97 Kwh Long Range,Suv,96.9,500,145,135.0,0.72,Fwd,1200.0,588.0,Jc - Medium,Ccs,5,High,Ultra_Fast
Peugeot,E-308,Hatchback,50.8,300,124,80.0,0.64,Fwd,0.0,412.0,C - Medium,Ccs,5,Medium,Fast
Peugeot,E-308 Sw,Station/Estate,50.8,300,127,80.0,0.64,Fwd,750.0,608.0,C - Medium,Ccs,5,Medium,Fast
Peugeot,E-408 58 Kwh,Suv,58.3,375,129,70.0,0.83,Fwd,750.0,471.0,Jd - Large,Ccs,5,Medium,Fast
Peugeot,E-5008 73 Kwh,Suv,73.0,370,150,90.0,0.81,Fwd,1000.0,348.0,Jd - Large,Ccs,7,Medium,Fast
Peugeot,E-5008 73 Kwh Dual Motor,Suv,73.0,360,203,90.0,0.81,Awd,750.0,348.0,Jd - Large,Ccs,7,Medium,Fast
Peugeot,E-5008 97 Kwh Long Range,Suv,96.9,485,152,135.0,0.72,Fwd,1000.0,348.0,Jd - Large,Ccs,7,High,Ultra_Fast
Peugeot,E-Rifter M 50 Kwh,Small Passenger Van,50.0,235,152,80.0,0.62,Fwd,750.0,775.0,N - Passenger Van,Ccs,5,Low,Fast
Peugeot,E-Rifter Xl 50 Kwh,Small Passenger Van,50.0,230,153,80.0,0.62,Fwd,750.0,1050.0,N - Passenger Van,Ccs,7,Low,Fast
Peugeot,E-Traveller L2 50 Kwh,Small Passenger Van,46.3,180,217,78.0,0.59,Fwd,1000.0,603.0,N - Passenger Van,Ccs,9,Low,Fast
Peugeot,E-Traveller L2 75 Kwh,Small Passenger Van,68.0,260,202,79.0,0.86,Fwd,1000.0,603.0,N - Passenger Van,Ccs,9,Medium,Fast
Peugeot,E-Traveller L3 50 Kwh,Small Passenger Van,46.3,180,219,78.0,0.59,Fwd,1000.0,989.0,N - Passenger Van,Ccs,9,Low,Fast
Peugeot,E-Traveller L3 75 Kwh,Small Passenger Van,68.0,260,204,79.0,0.86,Fwd,1000.0,989.0,N - Passenger Van,Ccs,9,Medium,Fast
Polestar,2 Long Range Dual Motor (My26),Liftback Sedan,79.0,455,142,125.0,0.63,Awd,1500.0,407.0,D - Large,Ccs,5,High,Ultra_Fast
Polestar,2 Long Range Performance (My26),Liftback Sedan,79.0,450,142,125.0,0.63,Awd,1500.0,407.0,D - Large,Ccs,5,Medium,Ultra_Fast
