make,model,vehicle_type,battery_capacity_kwh,range_km,efficiency_wh_per_km,charging_power_kw,charging_time,drivetrain,towing_capacity_kg,cargo_volume_l,segment,fast_charge_port,seats,range_category,charging_speed_category
Polestar,2 Long Range Single Motor (My26),Liftback Sedan,79.0,475,130,125.0,0.63,Rwd,1500.0,407.0,D - Large,Ccs,5,High,Ultra_Fast
Polestar,2 Standard Range Single Motor (My26),Liftback Sedan,67.0,405,129,110.0,0.61,Rwd,1500.0,407.0,D - Large,Ccs,5,Medium,Ultra_Fast
Polestar,3 Long Range Dual Motor,Suv,107.0,515,183,150.0,0.71,Awd,2200.0,484.0,Je - Executive,Ccs,5,High,Ultra_Fast
Polestar,3 Long Range Performance,Suv,107.0,495,194,150.0,0.71,Awd,2200.0,484.0,Je - Executive,Ccs,5,High,Ultra_Fast
Polestar,3 Long Range Single Motor,Suv,107.0,530,166,150.0,0.71,Rwd,1500.0,484.0,Je - Executive,Ccs,5,High,Ultra_Fast
Polestar,4 Long Range Dual Motor,Liftback Sedan,94.0,485,165,135.0,0.7,Awd,2000.0,526.0,E - Executive,Ccs,5,High,Ultra_Fast
Polestar,4 Long Range Single Motor,Liftback Sedan,94.0,495,157,135.0,0.7,Rwd,1500.0,526.0,E - Executive,Ccs,5,High,Ultra_Fast
Porsche,Macan 4 Electric,Suv,95.0,470,184,200.0,0.48,Awd,2000.0,540.0,Jd - Large,Ccs,5,High,Ultra_Fast
Porsche,Macan 4S Electric,Suv,95.0,470,186,200.0,0.48,Awd,2000.0,540.0,Jd - Large,Ccs,5,High,Ultra_Fast
Porsche,Macan Electric,Suv,95.0,495,177,200.0,0.48,Rwd,2000.0,540.0,Jd - Large,Ccs,5,High,Ultra_Fast
Porsche,Macan Turbo Electric,Suv,95.0,460,183,200.0,0.48,Awd,2000.0,480.0,Jd - Large,Ccs,5,High,Ultra_Fast
Porsche,Taycan,Sedan,82.3,495,164,195.0,0.42,Rwd,0.0,407.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan 4,Sedan,82.3,490,172,195.0,0.42,Awd,0.0,407.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan 4 Cross Turismo,Station/Estate,97.0,510,188,281.0,0.35,Awd,0.0,446.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan 4 Plus,Sedan,97.0,565,175,281.0,0.35,Awd,0.0,407.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan 4S,Sedan,82.3,490,174,195.0,0.42,Awd,0.0,407.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan 4S Cross Turismo,Station/Estate,97.0,510,188,281.0,0.35,Awd,0.0,446.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan 4S Plus,Sedan,97.0,565,177,281.0,0.35,Awd,0.0,407.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan 4S Plus Sport Turismo,Station/Estate,97.0,510,186,281.0,0.35,Awd,0.0,446.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan 4S Sport Turismo,Station/Estate,82.3,440,183,195.0,0.42,Awd,0.0,446.0,F - Luxury,Ccs,5,Medium,Ultra_Fast
Porsche,Taycan Gts,Sedan,97.0,535,176,281.0,0.35,Awd,0.0,366.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Gts Sport Turismo,Station/Estate,97.0,505,185,281.0,0.35,Awd,0.0,405.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Plus,Sedan,97.0,575,168,281.0,0.35,Rwd,0.0,407.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Plus Sport Turismo,Station/Estate,97.0,530,176,281.0,0.35,Rwd,0.0,446.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Sport Turismo,Station/Estate,82.3,460,173,195.0,0.42,Rwd,0.0,446.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Turbo,Sedan,97.0,535,174,281.0,0.35,Awd,0.0,366.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Turbo Cross Turismo,Station/Estate,97.0,495,188,281.0,0.35,Awd,0.0,405.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Turbo Gt,Sedan,97.0,475,184,281.0,0.35,Awd,0.0,326.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Turbo Gt Weissach,Sedan,97.0,475,180,281.0,0.35,Awd,0.0,367.0,F - Luxury,Ccs,2,High,Ultra_Fast
Porsche,Taycan Turbo S,Sedan,97.0,525,174,281.0,0.35,Awd,0.0,366.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Turbo S Cross Turismo,Station/Estate,97.0,485,188,281.0,0.35,Awd,0.0,405.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Turbo S Sport Turismo,Station/Estate,97.0,505,183,281.0,0.35,Awd,0.0,405.0,F - Luxury,Ccs,5,High,Ultra_Fast
Porsche,Taycan Turbo Sport Turismo,Station/Estate,97.0,505,184,281.0,0.35,Awd,0.0,405.0,F - Luxury,Ccs,5,High,Ultra_Fast
Renault,4 E-Tech 40Kwh 120Hp,Suv,40.0,245,124,55.0,0.73,Fwd,750.0,420.0,Jb - Compact,Ccs,5,Low,Fast
Renault,4 E-Tech 52Kwh 150Hp,Suv,52.0,315,127,70.0,0.74,Fwd,750.0,420.0,Jb - Compact,Ccs,5,Medium,Fast
Renault,5 E-Tech 40Kwh 120Hp,Hatchback,40.0,250,132,55.0,0.73,Fwd,500.0,326.0,B - Compact,Ccs,5,Medium,Fast
Renault,5 E-Tech 40Kwh 95Hp,Hatchback,40.0,255,129,113.0,0.64,Fwd,500.0,326.0,B - Compact,Ccs,5,Medium,Ultra_Fast
Renault,5 E-Tech 52Kwh 150Hp,Hatchback,52.0,320,129,70.0,0.74,Fwd,500.0,326.0,B - Compact,Ccs,5,Medium,Fast
Renault,Kangoo E-Tech Electric,Small Passenger Van,45.0,225,158,50.0,0.9,Fwd,1500.0,950.0,N - Passenger Van,Ccs,5,Low,Fast
Renault,Kangoo Grand E-Tech Electric,Small Passenger Van,45.0,220,170,50.0,0.9,Fwd,1500.0,500.0,N - Passenger Van,Ccs,7,Low,Fast
Renault,Megane E-Tech Ev60 130Hp (Tu2025),Hatchback,60.0,380,125,88.0,0.68,Fwd,500.0,440.0,C - Medium,Ccs,5,Medium,Fast
Renault,Megane E-Tech Ev60 220Hp (Tu2025),Hatchback,60.0,380,133,88.0,0.68,Fwd,900.0,440.0,C - Medium,Ccs,5,Medium,Fast
Renault,Scenic E-Tech Ev60 170Hp,Suv,60.0,340,144,75.0,0.8,Fwd,1100.0,545.0,Jc - Medium,Ccs,5,Medium,Fast
Renault,Scenic E-Tech Ev87 220Hp,Suv,87.0,480,143,95.0,0.92,Fwd,1100.0,545.0,Jc - Medium,Ccs,5,High,Fast
Rolls-Royce,Spectre,Coupe,102.0,465,192,126.0,0.81,Awd,1000.0,380.0,I - Luxury,Ccs,4,High,Ultra_Fast
Skoda,Elroq 50,Suv,52.0,310,149,90.0,0.58,Rwd,1000.0,470.0,Jc - Medium,Ccs,5,Medium,Fast
Skoda,Elroq 60,Suv,59.0,350,149,110.0,0.54,Rwd,1000.0,470.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Skoda,Elroq 85,Suv,77.0,450,145,120.0,0.64,Rwd,1000.0,470.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Skoda,Elroq Rs,Suv,79.0,450,151,135.0,0.59,Awd,1200.0,470.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Skoda,Enyaq 60,Suv,59.0,360,145,110.0,0.54,Rwd,1000.0,585.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Skoda,Enyaq 85,Suv,77.0,455,141,120.0,0.64,Rwd,1000.0,585.0,Jc - Medium,Ccs,5,High,Ultra_Fast
Skoda,Enyaq 85X,Suv,77.0,450,150,120.0,0.64,Awd,1200.0,585.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Skoda,Enyaq Coupe 60,Suv,59.0,370,141,110.0,0.54,Rwd,1000.0,570.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Skoda,Enyaq Coupe 85,Suv,77.0,470,138,120.0,0.64,Rwd,1000.0,570.0,Jc - Medium,Ccs,5,High,Ultra_Fast
Skoda,Enyaq Coupe 85X,Suv,77.0,460,146,120.0,0.64,Awd,1200.0,570.0,Jc - Medium,Ccs,5,High,Ultra_Fast
Skoda,Enyaq Coupe Rs,Suv,79.0,470,143,135.0,0.59,Awd,1200.0,570.0,Jc - Medium,Ccs,5,High,Ultra_Fast
Skoda,Enyaq Rs,Suv,79.0,460,147,135.0,0.59,Awd,1200.0,585.0,Jc - Medium,Ccs,5,High,Ultra_Fast
Skywell,Be11 Long Range,Suv,81.0,390,166,50.0,1.62,Fwd,750.0,467.0,Jd - Large,Ccs,5,Medium,Fast
Skywell,Be11 Standard Range,Suv,68.0,330,149,50.0,1.36,Fwd,750.0,467.0,Jd - Large,Ccs,5,Medium,Fast
Smart,#1 Brabus,Suv,62.0,325,155,100.0,0.62,Awd,1600.0,313.0,Jb - Compact,Ccs,5,Medium,Fast
Smart,#1 Premium,Suv,62.0,335,141,100.0,0.62,Rwd,1600.0,323.0,Jb - Compact,Ccs,5,Medium,Fast
Smart,#1 Pro,Suv,47.0,250,152,65.0,0.72,Rwd,0.0,323.0,Jb - Compact,Ccs,5,Medium,Fast
Smart,#1 Pro+,Suv,62.0,335,148,100.0,0.62,Rwd,1600.0,323.0,Jb - Compact,Ccs,5,Medium,Fast
Smart,#1 Pulse,Suv,62.0,325,155,100.0,0.62,Awd,1600.0,313.0,Jb - Compact,Ccs,5,Medium,Fast
Smart,#1 Pure,Suv,47.0,250,152,65.0,0.72,Rwd,0.0,323.0,Jb - Compact,Ccs,5,Medium,Fast
Smart,#1 Pure+,Suv,62.0,335,148,100.0,0.62,Rwd,1600.0,323.0,Jb - Compact,Ccs,5,Medium,Fast
Smart,#3 Brabus,Suv,62.0,335,149,100.0,0.62,Awd,1600.0,370.0,Jb - Compact,Ccs,5,Medium,Fast
Smart,#3 Premium,Suv,62.0,355,136,110.0,0.56,Rwd,1600.0,370.0,Jb - Compact,Ccs,5,Medium,Ultra_Fast
Smart,#3 Pro,Suv,47.0,265,145,65.0,0.72,Rwd,0.0,370.0,Jb - Compact,Ccs,5,Medium,Fast
Smart,#3 Pro+,Suv,62.0,355,143,110.0,0.56,Rwd,1600.0,370.0,Jb - Compact,Ccs,5,Medium,Ultra_Fast
Smart,#5 Brabus,Suv,94.0,450,174,230.0,0.41,Awd,1600.0,630.0,Jd - Large,Ccs,5,Medium,Ultra_Fast
Smart,#5 Premium,Suv,94.0,465,159,230.0,0.41,Rwd,1600.0,630.0,Jd - Large,Ccs,5,High,Ultra_Fast
Smart,#5 Pro,Suv,74.4,370,160,110.0,0.68,Rwd,1600.0,630.0,Jd - Large,Ccs,5,Medium,Ultra_Fast
Smart,#5 Pro+,Suv,94.0,465,159,230.0,0.41,Rwd,1600.0,630.0,Jd - Large,Ccs,5,High,Ultra_Fast
Smart,#5 Pulse,Suv,94.0,455,174,230.0,0.41,Awd,1600.0,630.0,Jd - Large,Ccs,5,High,Ultra_Fast
Smart,#5 Summit Edition,Suv,94.0,455,174,230.0,0.41,Awd,1600.0,630.0,Jd - Large,Ccs,5,High,Ultra_Fast
Subaru,Solterra Awd,Suv,64.0,320,154,100.0,0.64,Awd,750.0,441.0,Jc - Medium,Ccs,5,Medium,Fast
Tesla,Model 3 Long Range Awd (Highland),Sedan,75.0,525,119,124.0,0.6,Awd,1000.0,594.0,D - Large,Ccs,5,High,Ultra_Fast
Tesla,Model 3 Long Range Rwd (Highland),Sedan,75.0,545,117,124.0,0.6,Rwd,1000.0,594.0,D - Large,Ccs,5,High,Ultra_Fast
Tesla,Model 3 Performance (Highland),Sedan,75.0,490,142,124.0,0.6,Awd,0.0,594.0,D - Large,Ccs,5,High,Ultra_Fast
Tesla,Model 3 Rwd (Highland Catl Lfp64),Sedan,60.5,445,116,110.0,0.55,Rwd,1000.0,594.0,D - Large,Ccs,5,Medium,Ultra_Fast
Tesla,Model S Dual Motor,Liftback Sedan,95.0,575,150,140.0,0.68,Awd,1600.0,709.0,F - Luxury,Ccs,5,High,Ultra_Fast
Tesla,Model S Plaid,Liftback Sedan,95.0,560,158,140.0,0.68,Awd,1600.0,709.0,F - Luxury,Ccs,5,High,Ultra_Fast
Tesla,Model X Dual Motor,Suv,95.0,485,165,140.0,0.68,Awd,2250.0,425.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Tesla,Model X Plaid,Suv,95.0,465,180,140.0,0.68,Awd,2250.0,425.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Tesla,Model Y Long Range Awd (Juniper),Suv,75.0,455,132,124.0,0.6,Awd,1600.0,854.0,Jd - Large,Ccs,5,High,Ultra_Fast
Tesla,Model Y Long Range Rwd (Juniper),Suv,75.0,470,121,124.0,0.6,Rwd,1600.0,854.0,Jd - Large,Ccs,5,High,Ultra_Fast
Tesla,Model Y Rwd (Juniper),Suv,60.5,375,121,110.0,0.55,Rwd,1600.0,854.0,Jd - Large,Ccs,5,Medium,Ultra_Fast
Toyota,Proace Verso L 75 Kwh,Small Passenger Van,68.0,260,204,79.0,0.86,Fwd,1000.0,989.0,N - Passenger Van,Ccs,9,Medium,Fast
Toyota,Proace Verso M 50 Kwh,Small Passenger Van,46.3,180,217,78.0,0.59,Fwd,1000.0,603.0,N - Passenger Van,Ccs,9,Low,Fast
Toyota,Proace Verso M 75 Kwh,Small Passenger Van,68.0,260,202,79.0,0.86,Fwd,1000.0,603.0,N - Passenger Van,Ccs,9,Medium,Fast
Toyota,Proace City Verso Electric L1 50 Kwh,Small Passenger Van,50.0,235,149,80.0,0.62,Fwd,750.0,775.0,N - Passenger Van,Ccs,5,Low,Fast
Toyota,Proace City Verso Electric L2 50 Kwh,Small Passenger Van,50.0,230,149,80.0,0.62,Fwd,750.0,1050.0,N - Passenger Van,Ccs,7,Low,Fast
Toyota,Bz4X Awd,Suv,64.0,345,154,100.0,0.64,Awd,750.0,452.0,Jc - Medium,Ccs,5,Medium,Fast
Toyota,Bz4X Fwd,Suv,64.0,350,145,100.0,0.64,Fwd,750.0,452.0,Jc - Medium,Ccs,5,Medium,Fast
Vinfast,Vf 8 Eco Extended Range,Suv,87.7,405,186,120.0,0.73,Awd,1800.0,376.0,Jd - Large,Ccs,5,Medium,Ultra_Fast
Vinfast,Vf 8 Plus Extended Range,Suv,87.7,400,196,120.0,0.73,Awd,1800.0,376.0,Jd - Large,Ccs,5,Medium,Ultra_Fast
Volkswagen,Id. Buzz Lwb Gtx,Small Passenger Van,86.0,350,182,145.0,0.59,Awd,1600.0,1340.0,N - Passenger Van,Ccs,7,Medium,Ultra_Fast
Volkswagen,Id. Buzz Lwb Pro,Small Passenger Van,86.0,370,190,145.0,0.59,Rwd,1000.0,1340.0,N - Passenger Van,Ccs,7,Medium,Ultra_Fast
Volkswagen,Id. Buzz Nwb Gtx,Small Passenger Van,79.0,330,194,135.0,0.59,Awd,1800.0,1121.0,N - Passenger Van,Ccs,6,Medium,Ultra_Fast
Volkswagen,Id. Buzz Nwb Pro,Small Passenger Van,79.0,360,187,135.0,0.59,Rwd,1200.0,1121.0,N - Passenger Van,Ccs,6,Medium,Ultra_Fast
Volkswagen,Id. Buzz Nwb Pure,Small Passenger Van,59.0,275,178,110.0,0.54,Rwd,1000.0,1121.0,N - Passenger Van,Ccs,6,Medium,Ultra_Fast
Volkswagen,Id.3 Gtx,Hatchback,79.0,470,131,135.0,0.59,Rwd,0.0,385.0,C - Medium,Ccs,5,High,Ultra_Fast
Volkswagen,Id.3 Gtx Performance,Hatchback,79.0,465,131,135.0,0.59,Rwd,0.0,385.0,C - Medium,Ccs,5,High,Ultra_Fast
Volkswagen,Id.3 Pro,Hatchback,59.0,365,136,110.0,0.54,Rwd,0.0,385.0,C - Medium,Ccs,5,Medium,Ultra_Fast
Volkswagen,Id.3 Pro S,Hatchback,77.0,465,138,120.0,0.64,Rwd,0.0,385.0,C - Medium,Ccs,5,High,Ultra_Fast
Volkswagen,Id.3 Pure,Hatchback,52.0,325,134,90.0,0.58,Rwd,0.0,385.0,C - Medium,Ccs,5,Medium,Fast
Volkswagen,Id.4 Gtx,Suv,77.0,420,152,120.0,0.64,Awd,1200.0,543.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volkswagen,Id.4 Pro,Suv,77.0,445,149,120.0,0.64,Rwd,1000.0,543.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volkswagen,Id.4 Pro 4Motion,Suv,77.0,435,155,120.0,0.64,Awd,1200.0,543.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volkswagen,Id.4 Pure,Suv,52.0,285,143,87.0,0.6,Rwd,1000.0,543.0,Jc - Medium,Ccs,5,Medium,Fast
Volkswagen,Id.5 Gtx,Suv,77.0,430,144,120.0,0.64,Awd,1200.0,549.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volkswagen,Id.5 Pro,Suv,77.0,460,138,120.0,0.64,Rwd,1000.0,549.0,Jc - Medium,Ccs,5,High,Ultra_Fast
Volkswagen,Id.5 Pure,Suv,52.0,320,142,87.0,0.6,Rwd,1000.0,549.0,Jc - Medium,Ccs,5,Medium,Fast
Volkswagen,Id.7 Gtx,Liftback Sedan,86.0,500,145,145.0,0.59,Awd,1200.0,532.0,E - Executive,Ccs,5,High,Ultra_Fast
Volkswagen,Id.7 Pro,Liftback Sedan,77.0,475,132,125.0,0.62,Rwd,1000.0,532.0,E - Executive,Ccs,5,High,Ultra_Fast
Volkswagen,Id.7 Pro S,Liftback Sedan,86.0,525,133,145.0,0.59,Rwd,1000.0,532.0,E - Executive,Ccs,5,High,Ultra_Fast
Volkswagen,Id.7 Tourer Gtx,Station/Estate,86.0,500,147,145.0,0.59,Awd,1200.0,605.0,E - Executive,Ccs,5,High,Ultra_Fast
Volkswagen,Id.7 Tourer Pro,Station/Estate,77.0,470,146,125.0,0.62,Rwd,1000.0,605.0,E - Executive,Ccs,5,High,Ultra_Fast
Volkswagen,Id.7 Tourer Pro S,Station/Estate,86.0,520,125,145.0,0.59,Rwd,1000.0,605.0,E - Executive,Ccs,5,High,Ultra_Fast
Volvo,Ec40 Single Motor (My26),Suv,67.0,360,151,110.0,0.61,Rwd,1500.0,404.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volvo,Ec40 Single Motor Er (My26),Suv,79.0,420,146,125.0,0.63,Rwd,1500.0,404.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volvo,Ec40 Twin Motor (My26),Suv,79.0,400,155,125.0,0.63,Awd,1800.0,404.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volvo,Ec40 Twin Motor Performance (My26),Suv,79.0,400,155,125.0,0.63,Awd,1800.0,404.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volvo,Es90 Single Motor (My26),Liftback Sedan,88.0,485,135,190.0,0.46,Rwd,1600.0,446.0,F - Luxury,Ccs,5,High,Ultra_Fast
Volvo,Es90 Twin Motor (My26),Liftback Sedan,102.0,530,146,225.0,0.45,Awd,2000.0,446.0,F - Luxury,Ccs,5,High,Ultra_Fast
Volvo,Es90 Twin Motor Performance (My26),Liftback Sedan,102.0,530,146,225.0,0.45,Awd,2000.0,446.0,F - Luxury,Ccs,5,High,Ultra_Fast
Volvo,Ex30 Cross Country (My26),Suv,65.0,330,152,114.0,0.57,Awd,1600.0,318.0,Jb - Compact,Ccs,5,Medium,Ultra_Fast
Volvo,Ex30 Single Motor (My24-26),Suv,49.0,275,147,80.0,0.61,Rwd,1000.0,318.0,Jb - Compact,Ccs,5,Medium,Fast
Volvo,Ex30 Single Motor Er (My24-26),Suv,65.0,365,138,113.0,0.58,Rwd,1600.0,318.0,Jb - Compact,Ccs,5,Medium,Ultra_Fast
Volvo,Ex30 Twin Motor Performance (My24-26),Suv,65.0,340,145,113.0,0.58,Awd,1600.0,318.0,Jb - Compact,Ccs,5,Medium,Ultra_Fast
Volvo,Ex40 Single Motor (My26),Suv,67.0,345,154,110.0,0.61,Rwd,1500.0,410.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volvo,Ex40 Single Motor Er (My26),Suv,79.0,400,152,125.0,0.63,Rwd,1500.0,410.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volvo,Ex40 Twin Motor (My26),Suv,79.0,385,163,125.0,0.63,Awd,1800.0,410.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volvo,Ex40 Twin Motor Performance (My26),Suv,79.0,385,163,125.0,0.63,Awd,1800.0,410.0,Jc - Medium,Ccs,5,Medium,Ultra_Fast
Volvo,Ex90 Single Motor (My24-26),Suv,100.0,460,182,140.0,0.71,Rwd,1200.0,310.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Volvo,Ex90 Twin Motor (My24-26),Suv,107.0,470,188,150.0,0.71,Awd,2200.0,310.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Volvo,Ex90 Twin Motor Performance (My24-26),Suv,107.0,455,188,150.0,0.71,Awd,2200.0,310.0,Jf - Luxury,Ccs,7,High,Ultra_Fast
Voyah,Free 106 Kwh,Suv,100.0,480,200,80.0,1.25,Awd,2000.0,550.0,Je - Executive,Ccs,5,High,Fast
Xpeng,G6 Awd Performance,Suv,87.5,475,159,180.0,0.49,Awd,1500.0,571.0,Jd - Large,Ccs,5,High,Ultra_Fast
Xpeng,G6 Rwd Long Range,Suv,87.5,480,154,180.0,0.49,Rwd,1500.0,571.0,Jd - Large,Ccs,5,High,Ultra_Fast
Xpeng,G6 Rwd Standard Range,Suv,66.0,370,152,140.0,0.47,Rwd,1500.0,571.0,Jd - Large,Ccs,5,Medium,Ultra_Fast
Xpeng,G9 Awd Performance,Suv,93.1,465,179,224.0,0.42,Awd,1500.0,660.0,Je - Executive,Ccs,5,High,Ultra_Fast
Xpeng,G9 Rwd Long Range,Suv,93.1,480,163,224.0,0.42,Rwd,1500.0,660.0,Je - Executive,Ccs,5,High,Ultra_Fast
Xpeng,G9 Rwd Standard Range,Suv,75.8,395,165,170.0,0.45,Rwd,1500.0,660.0,Je - Executive,Ccs,5,Medium,Ultra_Fast
Xpeng,P7 Awd Performance,Sedan,82.7,460,164,138.0,0.6,Awd,0.0,440.0,E - Executive,Ccs,5,High,Ultra_Fast
Xpeng,P7 Rwd Long Range,Sedan,82.7,495,144,138.0,0.6,Rwd,0.0,440.0,E - Executive,Ccs,5,High,Ultra_Fast
Xpeng,P7 Wing Edition,Sedan,82.7,455,164,138.0,0.6,Awd,0.0,440.0,E - Executive,Ccs,5,High,Ultra_Fast
Zeekr,001 Long Range Rwd,Liftback Sedan,94.0,505,152,135.0,0.7,Rwd,1500.0,539.0,E - Executive,Ccs,5,High,Ultra_Fast
Zeekr,001 Performance Awd,Liftback Sedan,94.0,480,159,135.0,0.7,Awd,2000.0,539.0,E - Executive,Ccs,5,High,Ultra_Fast
Zeekr,001 Privilege Awd,Liftback Sedan,94.0,480,162,135.0,0.7,Awd,2000.0,539.0,E - Executive,Ccs,5,High,Ultra_Fast
Zeekr,7X Long Range Rwd,Suv,94.0,475,153,260.0,0.36,Rwd,2000.0,539.0,Jd - Large,Ccs,5,High,Ultra_Fast
Zeekr,7X Performance Awd,Suv,94.0,450,173,260.0,0.36,Awd,2000.0,539.0,Jd - Large,Ccs,5,Medium,Ultra_Fast
Zeekr,7X Premium Rwd,Suv,71.0,365,148,240.0,0.3,Rwd,2000.0,539.0,Jd - Large,Ccs,5,Medium,Ultra_Fast
Zeekr,X Core Rwd (My25),Suv,49.0,265,148,70.0,0.7,Rwd,1600.0,362.0,Jb - Compact,Ccs,5,Medium,Fast
Zeekr,X Long Range Rwd (My25),Suv,65.0,360,146,114.0,0.57,Rwd,1600.0,362.0,Jb - Compact,Ccs,5,Medium,Ultra_Fast
Zeekr,X Privilege Awd (My25),Suv,65.0,350,153,114.0,0.57,Awd,1600.0,362.0,Jb - Compact,Ccs,5,Medium,Ultra_Fast
